FB_complex_ID	Interactor1	Interactor2
FBgg0001641	Q8INF6	Q9W362
FBgg0001641	Q8INF6	URS00007F2EC7_7227
FBgg0001641	Q9W362	URS00007F2EC7_7227
FBgg0001641	Q7K480	URS00007F2EC7_7227
FBgg0000297	Q9V9T4	Q24368
FBgg0001737	Q9W2N0	P48603
FBgg0001747	Q8I8V0	Q8I8V0
FBgg0001747	Q8I8V0	M9PHZ1
FBgg0001747	Q8I8V0	Q9VTZ1
FBgg0001747	Q8I8V0	Q9W2I4
FBgg0001747	M9PHZ1	Q9VTZ1
FBgg0001747	M9PHZ1	Q9W2I4
FBgg0001747	Q9VTZ1	Q9W2I4
FBgg0000145	Q7KVR8	O62531
FBgg0000161	Q24253	P91926
FBgg0000161	Q24253	O62530
FBgg0000161	Q24253	Q9VDC3
FBgg0000161	P91926	O62530
FBgg0000161	P91926	Q9VDC3
FBgg0000161	O62530	Q9VDC3
FBgg0000074	Q9W3Y6	Q9I7L8
FBgg0000074	Q9W3Y6	Q9VS37
FBgg0000074	Q9VCN6	Q9VS37
FBgg0000074	Q9VCN6	Q9W4H9
FBgg0000074	Q9I7L8	Q9W4H9
FBgg0000074	Q9I7L8	Q7KA43
FBgg0000074	Q9I7L8	Q9W1E5
FBgg0000074	Q9VS37	Q9W4H9
FBgg0000074	Q9W4H9	Q24044
FBgg0000074	Q9W4H9	Q9W1E5
FBgg0000074	Q9W4H9	Q9VXV3
FBgg0000074	Q7KA43	Q9W1E5
FBgg0000129	Q7KLI1	Q7KLI1
FBgg0000129	Q7KLI1	Q9XYF4
FBgg0000129	Q9XYF4	Q9XYF4
FBgg0001553	Q9VUQ5	A1ZAW0
FBgg0001553	A1ZAW0	A1ZAW0
FBgg0001553	A1ZAW0	Q9VJY9
FBgg0001553	Q9VJY9	Q9VJY9
FBgg0000158	P45888	P32392
FBgg0000158	P45888	O97182
FBgg0000158	P45888	Q9VIM5
FBgg0000158	P45888	Q9VF28
FBgg0000158	P45888	Q9VMH2
FBgg0000158	P45888	Q9VQD8
FBgg0000158	P32392	O97182
FBgg0000158	P32392	Q9VIM5
FBgg0000158	P32392	Q9VF28
FBgg0000158	P32392	Q9VMH2
FBgg0000158	P32392	Q9VQD8
FBgg0000158	O97182	Q9VIM5
FBgg0000158	O97182	Q9VF28
FBgg0000158	O97182	Q9VMH2
FBgg0000158	O97182	Q9VQD8
FBgg0000158	Q9VIM5	Q9VF28
FBgg0000158	Q9VIM5	Q9VMH2
FBgg0000158	Q9VIM5	Q9VQD8
FBgg0000158	Q9VF28	Q9VMH2
FBgg0000158	Q9VF28	Q9VQD8
FBgg0000158	Q9VMH2	Q9VQD8
FBgg0000138	Q7KSD8	M9PHZ1
FBgg0000138	Q7KSD8	Q9VM59
FBgg0000138	Q7KSD8	Q9VJ73
FBgg0000138	Q7KSD8	M9NFF9
FBgg0000138	Q7KSD8	Q9V444
FBgg0000138	Q7KSD8	Q9VLL1
FBgg0000138	Q7KSD8	Q9VTZ1
FBgg0000138	Q7KSD8	Q9V4C8
FBgg0000138	Q7KSD8	Q9VBX2
FBgg0000138	Q7KSD8	Q9VJQ5
FBgg0000138	Q7KSD8	Q9W2I4
FBgg0000138	Q7KSD8	Q9V3J8
FBgg0000138	M9PHZ1	Q9VM59
FBgg0000138	M9PHZ1	Q9VJ73
FBgg0000138	M9PHZ1	Q9V444
FBgg0000138	M9PHZ1	Q9VLL1
FBgg0000138	M9PHZ1	Q9VTZ1
FBgg0000138	M9PHZ1	Q9V4C8
FBgg0000138	M9PHZ1	Q9VBX2
FBgg0000138	M9PHZ1	Q9W2I4
FBgg0000138	M9PHZ1	Q9V3J8
FBgg0000138	Q9VM59	Q9VJ73
FBgg0000138	Q9VM59	Q9V444
FBgg0000138	Q9VM59	Q9VLL1
FBgg0000138	Q9VM59	Q9VTZ1
FBgg0000138	Q9VM59	Q9V4C8
FBgg0000138	Q9VM59	Q9VBX2
FBgg0000138	Q9VM59	Q9VJQ5
FBgg0000138	Q9VM59	Q9W2I4
FBgg0000138	Q9VM59	Q9V3J8
FBgg0000138	Q9VJ73	M9NFF9
FBgg0000138	Q9VJ73	Q9V444
FBgg0000138	Q9VJ73	Q9VLL1
FBgg0000138	Q9VJ73	Q9VTZ1
FBgg0000138	Q9VJ73	Q9V4C8
FBgg0000138	Q9VJ73	Q9VBX2
FBgg0000138	Q9VJ73	Q9VJQ5
FBgg0000138	Q9VJ73	Q9W2I4
FBgg0000138	Q9VJ73	Q9V3J8
FBgg0000138	M9NFF9	Q9VLL1
FBgg0000138	M9NFF9	Q9VBX2
FBgg0000138	Q9V444	Q9VLL1
FBgg0000138	Q9V444	Q9VTZ1
FBgg0000138	Q9V444	Q9V4C8
FBgg0000138	Q9V444	Q9VBX2
FBgg0000138	Q9V444	Q9VJQ5
FBgg0000138	Q9V444	Q9W2I4
FBgg0000138	Q9V444	Q9V3J8
FBgg0000138	Q9VLL1	Q9VTZ1
FBgg0000138	Q9VLL1	Q9V4C8
FBgg0000138	Q9VLL1	Q9VBX2
FBgg0000138	Q9VLL1	Q9VJQ5
FBgg0000138	Q9VLL1	Q9W2I4
FBgg0000138	Q9VLL1	Q9V3J8
FBgg0000138	Q9VTZ1	Q9V4C8
FBgg0000138	Q9VTZ1	Q9VBX2
FBgg0000138	Q9VTZ1	Q9VJQ5
FBgg0000138	Q9VTZ1	Q9W2I4
FBgg0000138	Q9VTZ1	Q9V3J8
FBgg0000138	Q9V4C8	Q9VBX2
FBgg0000138	Q9V4C8	Q9VJQ5
FBgg0000138	Q9V4C8	Q9W2I4
FBgg0000138	Q9V4C8	Q9V3J8
FBgg0000138	Q9VBX2	Q9VBX2
FBgg0000138	Q9VBX2	Q9VJQ5
FBgg0000138	Q9VBX2	Q9W2I4
FBgg0000138	Q9VBX2	Q9V3J8
FBgg0000138	Q9VJQ5	Q9W2I4
FBgg0000138	Q9VJQ5	Q9V3J8
FBgg0000138	Q9W2I4	Q9V3J8
FBgg0000199	B7Z0R7	Q9W3R7
FBgg0000132	Q8MQJ7	Q8MQJ7
FBgg0000132	Q8MQJ7	Q9VWQ1
FBgg0000132	Q8MQJ7	Q9VHR6
FBgg0000132	Q8MQJ7	Q7KTS2
FBgg0000132	Q9VWQ1	Q9VWQ1
FBgg0000132	Q9VWQ1	Q9VHR6
FBgg0000132	Q9VWQ1	Q7KTS2
FBgg0000132	Q9VHR6	Q7KTS2
FBgg0000281	P02572	P25439
FBgg0000281	P02572	Q9VF03
FBgg0000281	P10987	P25439
FBgg0000281	P10987	Q9VF03
FBgg0000281	P10987	Q8IN94
FBgg0000281	Q9W384	Q9VYG2
FBgg0000281	Q9W384	Q24090
FBgg0000281	Q9W384	P25439
FBgg0000281	Q9W384	Q7K3G5
FBgg0000281	Q9W384	Q9VF03
FBgg0000281	Q9W384	Q8IN94
FBgg0000281	Q7K012	Q9VYG2
FBgg0000281	Q7K012	Q9VLX2
FBgg0000281	Q7K012	Q24090
FBgg0000281	Q7K012	P25439
FBgg0000281	Q7K012	Q7K3G5
FBgg0000281	Q7K012	Q9VF03
FBgg0000281	Q7K012	Q8IN94
FBgg0000281	Q9VYG2	Q9VLX2
FBgg0000281	Q9VYG2	Q24090
FBgg0000281	Q9VYG2	P25439
FBgg0000281	Q9VYG2	Q9VF03
FBgg0000281	Q9VYG2	Q8IN94
FBgg0000281	Q9VLX2	P25439
FBgg0000281	Q9VLX2	Q9VF03
FBgg0000281	Q24090	P25439
FBgg0000281	Q24090	Q7K3G5
FBgg0000281	Q24090	Q9VF03
FBgg0000281	Q24090	Q8IN94
FBgg0000281	P25439	Q7K3G5
FBgg0000281	P25439	Q9VF03
FBgg0000281	P25439	Q8IN94
FBgg0000281	Q7K3G5	Q9VF03
FBgg0000281	Q7K3G5	Q8IN94
FBgg0000281	Q9VF03	Q9VF03
FBgg0000281	Q9VF03	Q8IN94
FBgg0000185	A1Z9S1	Q9VVT5
FBgg0000185	A1Z9S1	Q9VTM0
FBgg0000185	Q9VTE0	Q9VTE0
FBgg0000185	Q9VTE0	Q9VVT5
FBgg0000185	Q9VTE0	Q9VQF9
FBgg0000185	A8JNV4	Q9VVT5
FBgg0000185	Q9VTC2	Q9VVT5
FBgg0000185	Q9VTC2	Q9VTM0
FBgg0000185	Q9VVT5	Q0KI28
FBgg0000185	Q9VVT5	Q9VTM0
FBgg0000185	Q9VVT5	Q9VQF9
FBgg0000192	Q7K3N1	A1ZAX8
FBgg0001619	Q9VYT1	Q9VQF9
FBgg0001619	Q9W0Q3	Q9VTY4
FBgg0001619	Q9VTE0	Q9VTE0
FBgg0001619	Q9VTE0	Q9VQF9
FBgg0001619	Q9VTY4	Q9VTY4
FBgg0001765	Q95WY3	Q9VM69
FBgg0000295	A1Z898	Q9W3D1
FBgg0000295	A1Z898	Q24572
FBgg0000295	Q9W3D1	Q24572
FBgg0000356	Q24216	O76513
FBgg0000356	Q24216	Q7KPG8
FBgg0000356	O76513	Q7KPG8
FBgg0000354	Q24216	O76513
FBgg0000354	Q24216	Q7KPG8
FBgg0000354	Q24216	Q7KVP9
FBgg0000354	O76513	Q7KPG8
FBgg0000773	Q9VSY9	Q8ST61
FBgg0000773	Q9VSY9	Q9W3V9
FBgg0000773	Q8ST61	Q9W3V9
FBgg0000621	Q9V3D6	Q9VE51
FBgg0000621	Q9V3D6	Q8MSU4
FBgg0000621	Q9VE51	Q8MSU4
FBgg0000469	A0A0B4LEZ3	Q9V3G6
FBgg0000469	A0A0B4LEZ3	Q8MLP8
FBgg0000469	A0A0B4LEZ3	Q7K126
FBgg0000469	A0A0B4LEZ3	X2JCC3
FBgg0000469	A0A0B4LEZ3	Q7JVP2
FBgg0000469	A0A0B4LEZ3	Q94547
FBgg0000469	A0A0B4LEZ3	Q8IMX1
FBgg0000469	Q9V3G6	Q9V3G6
FBgg0000469	Q9V3G6	Q8MLP8
FBgg0000469	Q7K126	X2JCC3
FBgg0000469	Q7K126	Q7JVP2
FBgg0000469	Q7K126	Q94547
FBgg0000469	Q7K126	Q8IMX1
FBgg0000469	X2JCC3	Q7JVP2
FBgg0000469	X2JCC3	Q8IMX1
FBgg0000469	Q7JVP2	Q94547
FBgg0000469	Q7JVP2	Q8IMX1
FBgg0000469	Q94547	Q8IMX1
FBgg0000505	P12613	Q9W392
FBgg0000505	P12613	P48605
FBgg0000505	P12613	Q9VK69
FBgg0000505	P12613	Q7KKI0
FBgg0000505	P12613	Q9VXQ5
FBgg0000505	P12613	Q9VHL2
FBgg0000505	P12613	Q7K3J0
FBgg0000505	Q9W392	P48605
FBgg0000505	Q9W392	Q9VK69
FBgg0000505	Q9W392	Q7KKI0
FBgg0000505	Q9W392	Q9VXQ5
FBgg0000505	Q9W392	Q9VHL2
FBgg0000505	Q9W392	Q7K3J0
FBgg0000505	P48605	Q9VK69
FBgg0000505	P48605	Q7KKI0
FBgg0000505	P48605	Q9VXQ5
FBgg0000505	P48605	Q9VHL2
FBgg0000505	P48605	Q7K3J0
FBgg0000505	Q9VK69	Q7KKI0
FBgg0000505	Q9VK69	Q9VXQ5
FBgg0000505	Q9VK69	Q9VHL2
FBgg0000505	Q9VK69	Q7K3J0
FBgg0000505	Q7KKI0	Q9VXQ5
FBgg0000505	Q7KKI0	Q9VHL2
FBgg0000505	Q7KKI0	Q7K3J0
FBgg0000505	Q9VXQ5	Q9VHL2
FBgg0000505	Q9VXQ5	Q7K3J0
FBgg0000505	Q9VHL2	Q7K3J0
FBgg0001749	Q8I8V0	Q8I8V0
FBgg0001749	Q8I8V0	M9PHZ1
FBgg0001749	Q8I8V0	Q9VTZ1
FBgg0001749	Q8I8V0	Q9W2I4
FBgg0001749	M9PHZ1	Q9VTZ1
FBgg0001749	M9PHZ1	Q9W2I4
FBgg0001749	Q9VTZ1	Q9W2I4
FBgg0001749	Q9VTZ1	Q9NK54
FBgg0000299	Q9V9T4	Q9V444
FBgg0000299	Q9V9T4	Q9V452
FBgg0000299	Q9V9T4	Q24368
FBgg0000299	Q9V444	Q9V452
FBgg0000299	Q9V444	Q24368
FBgg0000299	Q9V452	Q24368
FBgg0000123	P29742	Q9VWA1
FBgg0001612	O96989	P49735
FBgg0001612	O96989	Q9XYU1
FBgg0001612	O96989	Q9VGW6
FBgg0001612	O96989	Q9V461
FBgg0001612	O96989	Q9XYU0
FBgg0001612	O96989	Q9W0I7
FBgg0001612	O96989	Q9VQY9
FBgg0001612	O96989	Q9W2V7
FBgg0001612	O96989	Q9VBI1
FBgg0001612	O96989	Q26454
FBgg0001612	P49735	Q9XYU1
FBgg0001612	P49735	Q9VGW6
FBgg0001612	P49735	Q9V461
FBgg0001612	P49735	Q9XYU0
FBgg0001612	P49735	Q9W0I7
FBgg0001612	P49735	Q9VQY9
FBgg0001612	P49735	Q9W2V7
FBgg0001612	P49735	Q9VBI1
FBgg0001612	P49735	Q26454
FBgg0001612	Q9XYU1	Q9VGW6
FBgg0001612	Q9XYU1	Q9V461
FBgg0001612	Q9XYU1	Q9XYU0
FBgg0001612	Q9XYU1	Q9W0I7
FBgg0001612	Q9XYU1	Q9VQY9
FBgg0001612	Q9XYU1	Q9W2V7
FBgg0001612	Q9XYU1	Q9VBI1
FBgg0001612	Q9XYU1	Q26454
FBgg0001612	Q9VGW6	Q9V461
FBgg0001612	Q9VGW6	Q9XYU0
FBgg0001612	Q9VGW6	Q9W0I7
FBgg0001612	Q9VGW6	Q9VQY9
FBgg0001612	Q9VGW6	Q9W2V7
FBgg0001612	Q9VGW6	Q9VBI1
FBgg0001612	Q9VGW6	Q26454
FBgg0001612	Q9V461	Q9XYU0
FBgg0001612	Q9V461	Q9W0I7
FBgg0001612	Q9V461	Q9VQY9
FBgg0001612	Q9V461	Q9W2V7
FBgg0001612	Q9V461	Q9VBI1
FBgg0001612	Q9V461	Q26454
FBgg0001612	Q9XYU0	Q9W0I7
FBgg0001612	Q9XYU0	Q9VQY9
FBgg0001612	Q9XYU0	Q9W2V7
FBgg0001612	Q9XYU0	Q9VBI1
FBgg0001612	Q9XYU0	Q26454
FBgg0001612	Q9W0I7	Q9VQY9
FBgg0001612	Q9W0I7	Q9W2V7
FBgg0001612	Q9W0I7	Q9VBI1
FBgg0001612	Q9W0I7	Q26454
FBgg0001612	Q9VQY9	Q9W2V7
FBgg0001612	Q9VQY9	Q9VBI1
FBgg0001612	Q9VQY9	Q26454
FBgg0001612	Q9W2V7	Q9VBI1
FBgg0001612	Q9W2V7	Q26454
FBgg0001612	Q9VBI1	Q26454
FBgg0001066	P07207	P07207
FBgg0001066	P07207	P28159
FBgg0001066	P07207	P21519
FBgg0001066	P28159	P21519
FBgg0000156	Q9VM62	Q9VCD8
FBgg0000156	Q9VM62	O96689
FBgg0000156	Q9VCD8	O96689
FBgg0000156	Q9VXE9	O96689
FBgg0000156	O96689	O96689
FBgg0000296	Q9W352	Q9VLN1
FBgg0000296	Q9W352	Q94545
FBgg0000296	Q9VKQ9	Q9VPH8
FBgg0000296	Q9VKQ9	Q9VLN1
FBgg0000296	Q9VKQ9	Q94545
FBgg0000296	Q9V4C8	Q9VLN1
FBgg0000296	Q9V4C8	Q94545
FBgg0000296	Q9V4C8	Q9V3J8
FBgg0000296	Q9VPH8	Q9VLN1
FBgg0000296	Q9VPH8	Q94545
FBgg0000296	Q5LJZ2	Q9VLN1
FBgg0000296	Q5LJZ2	Q94545
FBgg0000296	Q5LJZ2	Q9V3J8
FBgg0000296	Q9VLN1	Q94545
FBgg0000296	Q9VLN1	Q9V3J8
FBgg0000296	Q94545	Q9V3J8
FBgg0000173	Q9VAJ1	A1Z987
FBgg0000173	Q9VAJ1	Q7KK96
FBgg0000173	Q9VAJ1	Q9VIP9
FBgg0000173	Q9VAJ1	Q9V3A7
FBgg0000173	A1Z987	Q7KK96
FBgg0000173	A1Z987	Q9VIP9
FBgg0000173	A1Z987	Q9V3A7
FBgg0000173	Q7KK96	Q9VIP9
FBgg0000173	Q9VIP9	Q9V3A7
FBgg0000108	Q9VMQ4	Q8INL2
FBgg0000108	Q8INL2	Q7KK96
FBgg0000108	Q8INL2	Q9V3A7
FBgg0000087	P61209	Q9W0B8
FBgg0000087	P61209	O62621
FBgg0000087	P61209	P45437
FBgg0000087	P61209	Q9W555
FBgg0000087	P61209	Q8I0G5
FBgg0000087	Q9W0B8	O62621
FBgg0000592	Q9U6B8	Q9U6B8
FBgg0000592	Q9U6B8	P83094
FBgg0000592	P83094	P83094
FBgg0001763	Q9NB04	Q9NB04
FBgg0001763	Q9NB04	P10040
FBgg0001763	Q9NB04	E2QD98
FBgg0001763	Q9NB04	Q8IMT8
FBgg0001763	P10040	E2QD98
FBgg0001763	E2QD98	Q8IMT8
FBgg0000896	Q9VAS9	Q9Y1T2
FBgg0000896	Q9Y1T2	Q9Y1T2
FBgg0000896	Q9Y1T2	Q9V407
FBgg0000896	Q9V407	P18431
FBgg0000473	A0A0C4DHF6	Q9VDW6
FBgg0001209	P26019	Q9VB62
FBgg0001209	P26019	Q24317
FBgg0001209	P26019	Q9VPH2
FBgg0001209	Q9VB62	Q24317
FBgg0001209	Q9VB62	Q9VPH2
FBgg0001209	Q24317	Q9VPH2
FBgg0001211	P54358	Q9W088
FBgg0001211	P54358	Q9Y118
FBgg0001211	Q9W088	Q9Y118
FBgg0001210	Q9V444	Q9W256
FBgg0001210	Q9VCN1	Q9VRQ7
FBgg0001212	Q9W088	Q9Y118
FBgg0001212	Q9GSR1	Q9VNE1
FBgg0000298	Q9VHH9	P35820
FBgg0000298	Q9VHH9	Q9VB08
FBgg0000298	P35820	P35820
FBgg0000298	P35820	Q9VB08
FBgg0001728	Q9V460	Q9TVQ5
FBgg0000376	P45889	Q9VWE8
FBgg0000376	P45889	P13496
FBgg0000376	P45889	Q7K2D2
FBgg0000376	P45889	Q7K130
FBgg0000376	P45889	Q9VJQ6
FBgg0000376	P45889	Q9VIZ1
FBgg0000376	Q9VWE8	P13496
FBgg0000376	Q9VWE8	Q7K2D2
FBgg0000376	Q9VWE8	Q9W1V8
FBgg0000376	Q9VWE8	Q7K130
FBgg0000376	Q9VWE8	Q9VJQ6
FBgg0000376	Q9VWE8	Q9VIZ1
FBgg0000376	Q9VWE8	P48603
FBgg0000376	P13496	Q7K2D2
FBgg0000376	P13496	Q9W1V8
FBgg0000376	P13496	Q7K130
FBgg0000376	Q7K2D2	Q9W1V8
FBgg0000376	Q7K2D2	Q7K130
FBgg0000376	Q7K2D2	Q9VJQ6
FBgg0000376	Q7K2D2	Q9VIZ1
FBgg0000376	Q7K2D2	Q9W2N0
FBgg0000376	Q7K2D2	P48603
FBgg0000376	Q9W1V8	Q7K130
FBgg0000376	Q9W1V8	Q9VIZ1
FBgg0000376	Q7K130	Q9VJQ6
FBgg0000376	Q7K130	Q9VIZ1
FBgg0000376	Q7K130	P48603
FBgg0000376	Q9W2N0	P48603
FBgg0000720	Q9VR17	Q9VQD6
FBgg0000720	Q9VR17	Q9VR19
FBgg0000720	Q9VQD6	Q9VR19
FBgg0000599	Q9VX15	Q9VKW3
FBgg0000599	Q9VX15	Q9U9Q1
FBgg0000599	Q9VX15	P53034
FBgg0000599	Q9VX15	Q86BP6
FBgg0000599	Q9VKW3	P53034
FBgg0000599	Q9U9Q1	Q86BP6
FBgg0000599	P53034	Q86BP6
FBgg0001733	Q9VCP0	Q7JWD6
FBgg0001733	O44226	Q7JWD6
FBgg0001289	Q9VHY6	Q9VEQ2
FBgg0001289	Q9VHY6	Q9VKR0
FBgg0001289	Q9VHY6	Q9VNQ3
FBgg0001289	Q9VHY6	Q9W1Y1
FBgg0001289	Q9VEQ1	Q9W1Y1
FBgg0001289	Q9VEQ2	Q9VKR0
FBgg0001289	Q9VEQ2	Q9VNQ3
FBgg0001289	Q9VEQ2	Q9W1Y1
FBgg0001289	Q9VKR0	Q9VNQ3
FBgg0001289	Q9VKR0	Q9W1Y1
FBgg0001289	Q9VNQ3	Q9W1Y1
FBgg0000604	Q7JVP4	Q9VRN3
FBgg0000604	Q7JVP4	Q9VJY8
FBgg0000604	Q7JVP4	Q9W1A9
FBgg0000604	Q9VRN3	Q9VJY8
FBgg0000604	Q9VRN3	Q9W1A9
FBgg0000604	Q9VJY8	Q9W1A9
FBgg0000101	Q9VWY7	Q9VVA7
FBgg0000101	Q9VWY7	Q9V359
FBgg0000101	Q9VWY7	Q9VN88
FBgg0000101	Q9VVA7	Q9V359
FBgg0000101	Q9VVA7	Q9VN88
FBgg0000101	Q9V359	Q9VN88
FBgg0000207	Q7JXV9	Q9VD72
FBgg0000057	Q9VRJ5	Q95SH2
FBgg0000057	Q9VRJ5	Q9VBI3
FBgg0000057	Q9VRJ5	Q9VN02
FBgg0000057	Q9VRJ5	Q9VVI9
FBgg0000057	Q9VRJ5	Q8T0Q4
FBgg0000057	Q95SH2	Q9VBI3
FBgg0000057	Q95SH2	Q9VN02
FBgg0000057	Q95SH2	Q9VVI9
FBgg0000057	Q95SH2	Q8T0Q4
FBgg0000057	Q9VBI3	Q9VN02
FBgg0000057	Q9VBI3	Q9VVI9
FBgg0000057	Q9VBI3	Q8T0Q4
FBgg0000057	Q9VN02	Q9VVI9
FBgg0000057	Q9VN02	Q8T0Q4
FBgg0000057	Q9VVI9	Q8T0Q4
FBgg0000107	Q7KRZ3	Q9VVG4
FBgg0000107	Q7KRZ3	Q9VQQ9
FBgg0000107	Q7KRZ3	Q9V8K2
FBgg0000107	Q7KRZ3	Q9VNH6
FBgg0000107	Q9XTM1	Q9VDE6
FBgg0000107	Q9XTM1	Q9VQQ9
FBgg0000107	Q9VDE6	Q9VQQ9
FBgg0000107	Q9VVG4	Q9VQQ9
FBgg0000107	Q9VVG4	Q9V8K2
FBgg0000107	Q9VQQ9	Q9V8K2
FBgg0000282	Q05344	Q05344
FBgg0000282	Q05344	Q8IRG6
FBgg0001771	Q9VXU8	Q9VTS3
FBgg0001771	Q9VXU8	Q9VKU7
FBgg0001771	Q9VXU8	Q9XYP7
FBgg0001771	Q9VXU8	Q9XYP8
FBgg0001771	Q9VXU8	P23257
FBgg0001771	Q9VXU8	P42271
FBgg0001771	Q9VTS3	Q9VKU7
FBgg0001771	Q9VTS3	Q9XYP7
FBgg0001771	Q9VTS3	Q9XYP8
FBgg0001771	Q9VTS3	P23257
FBgg0001771	Q9VTS3	P42271
FBgg0001771	Q9VJ57	Q9XYP8
FBgg0001771	Q9VJ57	P23257
FBgg0001771	Q9VJ57	P42271
FBgg0001771	Q9VKU7	Q9XYP7
FBgg0001771	Q9VKU7	Q9XYP8
FBgg0001771	Q9VKU7	P23257
FBgg0001771	Q9VKU7	P42271
FBgg0001771	Q9XYP7	Q9XYP8
FBgg0001771	Q9XYP7	P23257
FBgg0001771	Q9XYP7	P42271
FBgg0001771	Q9XYP8	P23257
FBgg0001771	Q9XYP8	P42271
FBgg0001771	P23257	P42271
FBgg0001768	Q9XYP7	Q9XYP8
FBgg0001768	Q9XYP7	P23257
FBgg0001768	Q9XYP7	P42271
FBgg0001768	Q9XYP8	P23257
FBgg0001768	Q9XYP8	P42271
FBgg0001768	P23257	P42271
FBgg0000472	A1ZAY8	Q9VMQ8
FBgg0000472	A1ZAY8	Q9VQY8
FBgg0000533	Q9VXA0	Q9VUB4
FBgg0000534	Q7K2X8	Q9XZ25
FBgg0000534	Q7K2X8	Q9VQ89
FBgg0000534	Q9V3J4	Q9VQ89
FBgg0000534	Q9XZ25	Q9VQ89
FBgg0000534	Q9VKK2	Q9VQ89
FBgg0001613	Q9W0I7	Q9VQY9
FBgg0001613	Q9W0I7	Q9W2V7
FBgg0001613	Q9W0I7	Q9VBI1
FBgg0001613	Q9VQY9	Q9W2V7
FBgg0001613	Q9VQY9	Q9VBI1
FBgg0001613	Q9W2V7	Q9VBI1
FBgg0000616	Q9W464	Q8T4E1
FBgg0000616	Q9W464	Q9VC10
FBgg0000616	Q9W464	Q9W3G0
FBgg0000616	Q8T4E1	Q9VC10
FBgg0000616	Q8T4E1	Q9W3G0
FBgg0000616	Q8T4E1	Q9VLK0
FBgg0000616	Q9VC10	Q9W3G0
FBgg0000616	Q9VC10	Q9VLK0
FBgg0000616	Q9W3G0	Q9VLK0
FBgg0001062	Q9VC27	O02194
FBgg0001062	Q9VC27	Q9VQG2
FBgg0001062	Q9VC27	Q86BE9
FBgg0001062	O02194	O02194
FBgg0001062	O02194	Q9VQG2
FBgg0001062	O02194	Q86BE9
FBgg0001062	Q9VQG2	Q86BE9
FBgg0000615	Q9VPT8	Q9VE52
FBgg0000615	Q9V3D6	Q9VE51
FBgg0000615	Q9V3D6	Q9VE52
FBgg0000615	Q9V3D6	Q8MSU4
FBgg0000615	Q9V726	Q9VE52
FBgg0000615	Q9VE51	Q9VE52
FBgg0000615	Q9VE51	Q8MSU4
FBgg0000615	Q9V9V0	Q9VE52
FBgg0000615	Q9VE52	Q9VN31
FBgg0000615	Q9VE52	Q8MSU4
FBgg0000615	Q9VE52	Q9VNG2
FBgg0000615	Q9VE52	P25991
FBgg0000902	Q24167	O15945
FBgg0001342	P19538	P19538
FBgg0001342	P19538	O16844
FBgg0001342	P19538	P23647
FBgg0001342	O16844	O16844
FBgg0001342	O16844	P23647
FBgg0001342	P23647	P23647
FBgg0000291	P10987	Q8ST83
FBgg0000291	Q9VEC3	Q8ST83
FBgg0000291	Q9VX09	Q8ST83
FBgg0000291	Q9VDY1	Q8ST83
FBgg0000291	Q8ST83	Q9VH07
FBgg0000291	Q8ST83	Q9V3K3
FBgg0000291	Q9VH07	Q9V3K3
FBgg0000914	Q24564	Q24564
FBgg0000914	Q24564	Q07436
FBgg0000914	Q24564	Q9VFG8
FBgg0000914	Q07436	Q07436
FBgg0000914	Q07436	Q9VFG8
FBgg0001735	Q9VFC4	A0A0B4KFW5
FBgg0001685	Q9VZL6	O96824
FBgg0001724	Q7JRJ1	Q9W1R4
FBgg0001724	Q9W1R4	Q8SZZ8
FBgg0001724	Q9W1R4	Q9VW51
FBgg0001724	Q8SZZ8	Q9VW51
FBgg0000153	Q9VRX1	Q9VZL5
FBgg0000153	Q9VRX1	Q9VR38
FBgg0000153	Q9VZL5	Q9VR38
FBgg0001614	P49735	Q9XYU1
FBgg0001614	P49735	Q9VGW6
FBgg0001614	P49735	Q9V461
FBgg0001614	P49735	Q9XYU0
FBgg0001614	P49735	Q26454
FBgg0001614	Q9XYU1	Q9VGW6
FBgg0001614	Q9XYU1	Q9V461
FBgg0001614	Q9XYU1	Q9XYU0
FBgg0001614	Q9XYU1	Q26454
FBgg0001614	Q9VGW6	Q9V461
FBgg0001614	Q9VGW6	Q9XYU0
FBgg0001614	Q9VGW6	Q26454
FBgg0001614	Q9V461	Q9XYU0
FBgg0001614	Q9V461	Q26454
FBgg0001614	Q9XYU0	Q26454
FBgg0000359	Q9VT57	P25008
FBgg0000359	Q9VT57	Q9VP05
FBgg0000359	Q9VT57	Q9VVS4
FBgg0000359	Q9VT57	Q9W0P8
FBgg0000359	Q9VT57	Q9Y149
FBgg0000359	Q9VT57	Q9W278
FBgg0000359	Q9VT57	Q9VEC1
FBgg0000359	Q9VT57	Q9XZT1
FBgg0000359	Q9VT57	P91641
FBgg0000359	Q9VT57	Q9W1X7
FBgg0000359	Q9VT57	Q9VNG0
FBgg0000359	Q9VT57	Q9W0P3
FBgg0000359	Q9VT57	Q9VS38
FBgg0000359	Q9VT57	Q8MSX2
FBgg0000359	Q9VT57	Q9GYV9
FBgg0000359	Q9VT57	A1ZBT5
FBgg0000359	Q9VT57	Q7KBL8
FBgg0000359	Q9VT57	Q9VW47
FBgg0000359	Q9VT57	Q7KTX8
FBgg0000359	P25008	Q9VW47
FBgg0000359	P25008	Q7KTX8
FBgg0000359	Q9VP05	Q9VVL6
FBgg0000359	Q9VP05	Q7KTX8
