FB_complex_ID	Interactor1	Interactor2
FBgg0000315	Q9W1H0	Q9VYZ8
FBgg0000315	Q9W1H0	Q9VL07
FBgg0000315	Q9W1H0	Q94545
FBgg0000315	Q9W1H0	Q8IRW8
FBgg0000315	A8DYV5	Q9VYZ8
FBgg0000315	A8DYV5	Q9VL07
FBgg0000315	A8DYV5	Q94545
FBgg0000315	Q9VYZ8	Q9VUB7
FBgg0000315	Q9VYZ8	Q9VL07
FBgg0000315	Q9VYZ8	Q94545
FBgg0000315	Q9VYZ8	Q8IRW8
FBgg0000315	Q9VYZ8	Q9V3J8
FBgg0000315	Q9VUB7	Q9VL07
FBgg0000315	Q9VUB7	Q94545
FBgg0000315	Q9VPH8	Q9VL07
FBgg0000315	Q9VPH8	Q94545
FBgg0000315	Q9VL07	Q94545
FBgg0000315	Q9VL07	Q8IRW8
FBgg0000315	Q9VL07	Q9V3J8
FBgg0000315	Q94545	Q8IRW8
FBgg0000315	Q94545	Q9V3J8
FBgg0000285	Q9VKQ9	Q9VPH8
FBgg0000285	Q9VKQ9	Q94545
FBgg0000285	Q9V4C8	Q94545
FBgg0000285	Q9V4C8	Q9V3J8
FBgg0000285	Q9VM47	Q94545
FBgg0000285	Q9VPH8	Q94545
FBgg0000285	Q94545	P20659
FBgg0000285	Q94545	Q9V3J8
FBgg0000285	P20659	P20659
FBgg0000905	Q9VCC9	Q9VW83
FBgg0000901	P36179	P23696
FBgg0000901	P23696	P36872
FBgg0000538	Q94535	Q24562
FBgg0000628	A1Z802	URS000007EB5E_7227
FBgg0000628	Q9VXE0	Q9VLV5
FBgg0000628	Q9VXE0	Q24297
FBgg0000628	Q05856	URS000007EB5E_7227
FBgg0000628	Q9VLV5	Q24297
FBgg0001732	Q9V9R2	Q9W5E1
FBgg0001732	O44226	Q7JWD6
FBgg0001732	Q7JWD6	Q9V3C1
FBgg0001732	Q9V3C1	Q9V3C1
FBgg0000508	Q9VLT8	A1ZBW7
FBgg0000508	Q9VLT8	Q9VUY8
FBgg0000508	Q9VLT8	Q7JW27
FBgg0000508	A1ZBW7	Q9VUY8
FBgg0000508	A1ZBW7	Q7JW27
FBgg0000508	Q9VXH9	Q7JW27
FBgg0000508	Q9VUY8	Q7JW27
FBgg0000508	Q7JW27	Q7JW27
FBgg0000907	P36179	P23696
FBgg0000907	P36179	A0A6F7R657
FBgg0000907	P23696	A0A6F7R657
FBgg0000895	Q7KVG9	Q7KVG9
FBgg0000895	Q7KVG9	A0A0B4KGW6
FBgg0000895	Q7KVG9	Q9V9W8
FBgg0000895	P18824	Q961D9
FBgg0000895	P18824	Q8IMA8
FBgg0000895	P18824	Q9V9W8
FBgg0000895	Q961D9	Q9V9W8
FBgg0000895	Q8IMA8	Q8IMA8
FBgg0000492	A0A0B4K774	Q9VF87
FBgg0000492	A0A0B4K774	Q8MLQ0
FBgg0000492	A0A0B4K774	P55162
FBgg0000492	A0A0B4K774	F2FB81
FBgg0000492	Q9VF87	Q8MLQ0
FBgg0000492	Q9VF87	P55162
FBgg0000492	Q9VF87	F2FB81
FBgg0000492	Q8MLQ0	Q8MLQ0
FBgg0000492	Q8MLQ0	P55162
FBgg0000492	Q8MLQ0	F2FB81
FBgg0000492	P55162	F2FB81
FBgg0000492	F2FB81	F2FB81
FBgg0000899	P36179	P23696
FBgg0000899	P36179	Q8IN89
FBgg0000899	P23696	Q8IN89
